run_name,description,wrapper_config_path,suite_run_dir,runtime_seconds,error,experiment_id,experiment_display_name,cv_strategy,model,summary_model_name,status,accuracy,balanced_accuracy,macro_f1,weighted_f1,auc,loss
Baselines,"Baselines on the same quick subset and folds: LightGBM, SVM, MLP, GazeMAE_MLP.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/Baselines.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,857.405,,multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,MLP,MLP,success,0.5481864532717385,0.4559245547156894,0.4112866478433709,0.4933628720108833,0.6789213069872063,0.9970956174777442
BasicGCN_mean,"Homogeneous GCN baseline over the v2 graph schema with collapsed, deduplicated relations, no edge attributes, and mean readout.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/BasicGCN_mean.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05,7623.431,,multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,BasicGCN_mean,GNN,success,0.5016508976930475,0.4090105017274623,0.352331093098869,0.4364539669501201,0.6646685782852653,1.013145018707622
GNN_v2,Current v2 GNN with split temporal edges and learned signed edge attributes.,results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/GNN_v2.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_13-48-09,8573.95,,multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,GNN_v2,GNN,success,0.5105308719994196,0.4072910494186592,0.3517987795460435,0.4434110583435396,0.6629557582239032,1.0174753422086888
BasicGCN_attention,"Homogeneous GCN baseline over the v2 graph schema with collapsed, deduplicated relations, no edge attributes, and attention readout.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/BasicGCN_attention.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_11-46-08,7320.955,,multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,BasicGCN_attention,GNN,success,0.5069599255133835,0.4051306326574785,0.3476963285696623,0.4376961186065145,0.6469089524694969,1.0185848474502563
post_hoc_baselines,Post-hoc Random/Majority baselines reconstructed from retained fold labels.,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/generated_wrapper_configs/post_hoc_not_run.yaml,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,0.0,,multiclass_table6_arousal_3class,Table-6 Arousal,recording_loo,Majority,Majority,success,0.3566947136673036,0.40350877192982454,0.14735313102457454,0.2713300342608835,0.5,23.18707276396247
Baselines,"Baselines on the same quick subset and folds: LightGBM, SVM, MLP, GazeMAE_MLP.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/Baselines.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,857.405,,multiclass_table6_arousal_3class,Table-6 Arousal,recording_loo,SVM,SVM,success,0.4822055712268699,0.4008374527005743,0.272539108087701,0.5345088978264045,0.5236061285290724,1.080440397660038
Baselines,"Baselines on the same quick subset and folds: LightGBM, SVM, MLP, GazeMAE_MLP.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/Baselines.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,857.405,,multiclass_table6_arousal_3class,Table-6 Arousal,recording_loo,GazeMAE_MLP,GazeMAE_MLP,success,0.4650804864976144,0.3967536229402278,0.2550950449033196,0.5028821277284974,0.5303866855228082,1.113267215774417
Baselines,"Baselines on the same quick subset and folds: LightGBM, SVM, MLP, GazeMAE_MLP.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/Baselines.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,857.405,,multiclass_table6_arousal_3class,Table-6 Arousal,recording_loo,LightGBM,LightGBM,success,0.4636207301363225,0.3933383792505016,0.2639165364693516,0.5157528112986864,0.5323732994514607,1.087219981110659
Baselines,"Baselines on the same quick subset and folds: LightGBM, SVM, MLP, GazeMAE_MLP.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/Baselines.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,857.405,,multiclass_table6_arousal_3class,Table-6 Arousal,recording_loo,MLP,MLP,success,0.4388916717282723,0.3868439824552517,0.2394213522497353,0.4707994556133805,0.509885042545604,1.118193361417006
GNN_v2,Current v2 GNN with split temporal edges and learned signed edge attributes.,results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/GNN_v2.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_13-48-09,8573.95,,multiclass_table6_arousal_3class,Table-6 Arousal,recording_loo,GNN_v2,GNN,success,0.4319827583807091,0.3866986378579589,0.2267842496071107,0.4490504638563291,0.4997764028657658,1.153774082660675
BasicGCN_attention,"Homogeneous GCN baseline over the v2 graph schema with collapsed, deduplicated relations, no edge attributes, and attention readout.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/BasicGCN_attention.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_11-46-08,7320.955,,multiclass_table6_arousal_3class,Table-6 Arousal,recording_loo,BasicGCN_attention,GNN,success,0.3597083303898294,0.3679352795964519,0.1988083762242409,0.3732531965258032,0.4993743809202651,1.1702318400144578
BasicGCN_mean,"Homogeneous GCN baseline over the v2 graph schema with collapsed, deduplicated relations, no edge attributes, and mean readout.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/BasicGCN_mean.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05,7623.431,,multiclass_table6_valence_3class,Table-6 Valence,recording_loo,BasicGCN_mean,GNN,success,0.4107221751482817,0.3627950840071205,0.2451789002428005,0.4829906772023759,0.5084850584323699,1.094565434753895
Baselines,"Baselines on the same quick subset and folds: LightGBM, SVM, MLP, GazeMAE_MLP.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/Baselines.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,857.405,,multiclass_table6_valence_3class,Table-6 Valence,recording_loo,SVM,SVM,success,0.506652262472014,0.3578434771682753,0.2818431337901633,0.588770257141892,0.5246884948960572,1.0327956916981926
post_hoc_baselines,Post-hoc Random/Majority baselines reconstructed from retained fold labels.,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/generated_wrapper_configs/post_hoc_not_run.yaml,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,0.0,,multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Random,Random,success,0.33509370693071616,0.35676677109521526,0.236801892070505,0.43396543951010597,0.5162883002829928,23.96565196363201
Baselines,"Baselines on the same quick subset and folds: LightGBM, SVM, MLP, GazeMAE_MLP.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/Baselines.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,857.405,,multiclass_table6_valence_3class,Table-6 Valence,recording_loo,LightGBM,LightGBM,success,0.4965336394270054,0.351563950965143,0.276077188376692,0.5821286851089739,0.5265052587372097,1.028092631606164
BasicGCN_mean,"Homogeneous GCN baseline over the v2 graph schema with collapsed, deduplicated relations, no edge attributes, and mean readout.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/BasicGCN_mean.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-39-05,7623.431,,multiclass_table6_arousal_3class,Table-6 Arousal,recording_loo,BasicGCN_mean,GNN,success,0.3430451479944372,0.345332240321171,0.1895013677502394,0.3587437085521539,0.492853619132239,1.1569955796003342
Baselines,"Baselines on the same quick subset and folds: LightGBM, SVM, MLP, GazeMAE_MLP.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/Baselines.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,857.405,,multiclass_table6_valence_3class,Table-6 Valence,recording_loo,MLP,MLP,success,0.4372723880837319,0.3434728241407745,0.256538993473295,0.5189565436367459,0.5206907817705936,1.1102161262957866
BasicGCN_attention,"Homogeneous GCN baseline over the v2 graph schema with collapsed, deduplicated relations, no edge attributes, and attention readout.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/BasicGCN_attention.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_11-46-08,7320.955,,multiclass_table6_valence_3class,Table-6 Valence,recording_loo,BasicGCN_attention,GNN,success,0.4205737600914928,0.3396992885451173,0.2454284645217337,0.4975972373784065,0.5233525726216238,1.0733334600925446
post_hoc_baselines,Post-hoc Random/Majority baselines reconstructed from retained fold labels.,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/generated_wrapper_configs/post_hoc_not_run.yaml,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,0.0,,multiclass_table6_valence_3class,Table-6 Valence,subject_loo,Majority,Majority,success,0.38047978666913185,0.33333333333333326,0.18179726018507733,0.21556779278303148,0.5,22.32977183684972
post_hoc_baselines,Post-hoc Random/Majority baselines reconstructed from retained fold labels.,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/generated_wrapper_configs/post_hoc_not_run.yaml,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,0.0,,multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,Majority,Majority,success,0.47092080586983054,0.33333333333333326,0.211996557997266,0.30585193774786296,0.5,19.069947088621248
Baselines,"Baselines on the same quick subset and folds: LightGBM, SVM, MLP, GazeMAE_MLP.",results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/Baselines.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,857.405,,multiclass_table6_valence_3class,Table-6 Valence,recording_loo,GazeMAE_MLP,GazeMAE_MLP,success,0.4500313726686318,0.3299603609512996,0.256601145470028,0.5412840556781289,0.5066568871422821,1.0691920041572167
post_hoc_baselines,Post-hoc Random/Majority baselines reconstructed from retained fold labels.,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/generated_wrapper_configs/post_hoc_not_run.yaml,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,0.0,,multiclass_table6_arousal_3class,Table-6 Arousal,subject_loo,Random,Random,success,0.3147705448910601,0.3266228459078397,0.30368294087774594,0.32853442925742055,0.4938101627593406,24.698172971960233
post_hoc_baselines,Post-hoc Random/Majority baselines reconstructed from retained fold labels.,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/generated_wrapper_configs/post_hoc_not_run.yaml,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,0.0,,multiclass_table6_valence_3class,Table-6 Valence,subject_loo,Random,Random,success,0.31840327003202235,0.32263521984130106,0.313732222196587,0.3222909558853877,0.49136547124560354,24.567236286121457
GNN_v2,Current v2 GNN with split temporal edges and learned signed edge attributes.,results/quick_v1_v2_comparison/2026-06-03_09-24-45/generated_wrapper_configs/GNN_v2.yaml,results/quick_v1_v2_comparison/2026-06-03_09-24-45/model_runs/2026-06-03_13-48-09,8573.95,,multiclass_table6_valence_3class,Table-6 Valence,recording_loo,GNN_v2,GNN,success,0.3720977811031999,0.3214914964059779,0.2225812008846801,0.442754957019591,0.5056604720076638,1.090194782614708
post_hoc_baselines,Post-hoc Random/Majority baselines reconstructed from retained fold labels.,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/generated_wrapper_configs/post_hoc_not_run.yaml,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,0.0,,multiclass_table6_arousal_3class,Table-6 Arousal,recording_loo,Random,Random,success,0.32580399636342794,0.31162876736358,0.2267036701939264,0.4261318233308821,0.48480938165036536,24.300487071404568
post_hoc_baselines,Post-hoc Random/Majority baselines reconstructed from retained fold labels.,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/generated_wrapper_configs/post_hoc_not_run.yaml,results/quick_v1_v2_comparison/RETAIN_2026-06-03_09-24-45/model_runs/2026-06-03_09-24-48,0.0,,multiclass_table6_valence_3class,Table-6 Valence,recording_loo,Majority,Majority,success,0.17115134609060761,0.23958333333333334,0.07085674334110094,0.12973246215791248,0.5,29.874733593546456
