subject,recording,section,file-name,x-avg,y-avg,emotion-id
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,1134.428571428571,-39.0,2
P19,111.avi,14,P19-Rec1-All-Data-New_Section_14.csv,-541.632911392405,1072.5316455696202,5
P29,111.avi,28,P29-Rec1-All-Data-New_Section_28.csv,1245.0,323.0,5
P18,138.avi,12,P18-Rec1-All-Data-New_Section_12.csv,1865.0,1354.0,0
P27,30.avi,4,P27-Rec1-All-Data-New_Section_4.csv,304.5609756097561,-36.95121951219512,12
P8,funny_f.avi,20,P8-Rec1-All-Data-New_Section_20.csv,620.0,-25.0,0
P2,138.avi,8,P2-Rec1-All-Data-New_Section_8.csv,-383.43037974683546,1581.5316455696202,5
P24,73.avi,2,P24-Rec1-All-Data-New_Section_2.csv,1370.0,407.0,12
P24,58.avi,36,P24-Rec1-All-Data-New_Section_36.csv,598.7625,1795.8875,11
P27,earworm_f.avi,6,P27-Rec1-All-Data-New_Section_6.csv,618.0,-34.8,0
P16,58.avi,14,P16-Rec1-All-Data-New_Section_14.csv,89.49664429530202,2034.953020134228,2
P29,dallas_f.avi,36,P29-Rec1-All-Data-New_Section_36.csv,1264.0,530.0,0
P2,138.avi,8,P2-Rec1-All-Data-New_Section_8.csv,-439.0,1072.0,5
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,720.0,-232.0,2
P21,newyork_f.avi,30,P21-Rec1-All-Data-New_Section_30.csv,-561.0,1781.0,0
P29,90.avi,40,P29-Rec1-All-Data-New_Section_40.csv,639.0,-67.0,11
P7,30.avi,20,P7-Rec1-All-Data-New_Section_20.csv,-758.0,927.0,3
P21,111.avi,22,P21-Rec1-All-Data-New_Section_22.csv,-485.24242424242425,1317.909090909091,5
P18,138.avi,12,P18-Rec1-All-Data-New_Section_12.csv,1638.0,1167.0,0
P18,146.avi,34,P18-Rec1-All-Data-New_Section_34.csv,84.2,1892.7428571428568,0
P19,funny_f.avi,40,P19-Rec1-All-Data-New_Section_40.csv,1497.0,526.0,11
P1,69.avi,2,P1-Rec1-All-Data-New_Section_2.csv,-112.66666666666669,1864.0416666666667,2
P1,55.avi,4,P1-Rec1-All-Data-New_Section_4.csv,596.8979591836735,1970.3061224489795,6
P5,funny_f.avi,32,P5-Rec1-All-Data-New_Section_32.csv,1490.0,612.0,4
P2,newyork_f.avi,32,P2-Rec1-All-Data-New_Section_32.csv,1275.0,798.0,1
P20,138.avi,4,P20-Rec1-All-Data-New_Section_4.csv,429.5957446808511,-281.7234042553192,5
P10,79.avi,4,P10-Rec1-All-Data-New_Section_4.csv,179.0,1835.0,4
P17,90.avi,8,P17-Rec1-All-Data-New_Section_8.csv,-525.48,608.04,11
P17,dallas_f.avi,4,P17-Rec1-All-Data-New_Section_4.csv,-359.1904761904762,523.1428571428571,0
P5,80.avi,38,P5-Rec1-All-Data-New_Section_38.csv,184.0,1709.0,4
P16,146.avi,26,P16-Rec1-All-Data-New_Section_26.csv,-508.6842105263158,1884.2105263157896,5
P21,146.avi,36,P21-Rec1-All-Data-New_Section_36.csv,1282.0,248.0,5
P19,30.avi,36,P19-Rec1-All-Data-New_Section_36.csv,-451.0,1013.0,12
P14,30.avi,22,P14-Rec1-All-Data-New_Section_22.csv,29.0,-90.0,3
P21,55.avi,16,P21-Rec1-All-Data-New_Section_16.csv,-317.6545454545454,1256.8,2
P28,funny_f.avi,4,P28-Rec1-All-Data-New_Section_4.csv,1238.0,308.0,11
P10,146.avi,16,P10-Rec1-All-Data-New_Section_16.csv,1251.0,283.0,5
P16,69.avi,24,P16-Rec1-All-Data-New_Section_24.csv,-92.44117647058825,1746.5588235294117,2
P14,cats_f.avi,40,P14-Rec1-All-Data-New_Section_40.csv,36.0,-33.0,4
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,790.48,-318.36,2
P18,newyork_f.avi,18,P18-Rec1-All-Data-New_Section_18.csv,1189.0,-90.0,0
P2,30.avi,36,P2-Rec1-All-Data-New_Section_36.csv,1589.0,690.0,3
P10,146.avi,16,P10-Rec1-All-Data-New_Section_16.csv,1253.0,276.0,5
P16,dallas_f.avi,8,P16-Rec1-All-Data-New_Section_8.csv,-612.8888888888889,2118.8888888888887,0
P13,58.avi,20,P13-Rec1-All-Data-New_Section_20.csv,-552.5294117647059,1606.0,4
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,815.32,-261.24,2
P1,90.avi,20,P1-Rec1-All-Data-New_Section_20.csv,1598.0,507.0,11
P19,53.avi,18,P19-Rec1-All-Data-New_Section_18.csv,77.11827956989248,1784.9247311827958,0
P17,107.avi,2,P17-Rec1-All-Data-New_Section_2.csv,-534.5769230769231,535.1923076923077,3
P16,58.avi,14,P16-Rec1-All-Data-New_Section_14.csv,-515.7142857142857,2111.809523809524,2
P5,earworm_f.avi,20,P5-Rec1-All-Data-New_Section_20.csv,299.54545454545456,-76.45454545454545,11
P19,newyork_f.avi,22,P19-Rec1-All-Data-New_Section_22.csv,878.5,1878.5,0
P2,58.avi,26,P2-Rec1-All-Data-New_Section_26.csv,1384.0,926.0,11
P21,detroit_f.avi,40,P21-Rec1-All-Data-New_Section_40.csv,-666.0891089108911,1600.1881188118812,0
P5,111.avi,22,P5-Rec1-All-Data-New_Section_22.csv,4.0,1809.0,5
P27,detroit_f.avi,16,P27-Rec1-All-Data-New_Section_16.csv,484.0,-32.333333333333336,0
P10,111.avi,40,P10-Rec1-All-Data-New_Section_40.csv,278.90909090909093,1771.3030303030305,6
P14,53.avi,8,P14-Rec1-All-Data-New_Section_8.csv,444.3611111111111,1817.111111111111,11
P2,138.avi,8,P2-Rec1-All-Data-New_Section_8.csv,-693.75,1790.25,5
P16,52.avi,16,P16-Rec1-All-Data-New_Section_16.csv,53.89473684210526,-52.89473684210526,0
P2,55.avi,18,P2-Rec1-All-Data-New_Section_18.csv,1202.0,-54.0,1
P16,dallas_f.avi,8,P16-Rec1-All-Data-New_Section_8.csv,-389.0,1968.0,0
P16,73.avi,32,P16-Rec1-All-Data-New_Section_32.csv,-50.28947368421055,1869.5526315789475,12
P24,newyork_f.avi,40,P24-Rec1-All-Data-New_Section_40.csv,1310.0,408.0,0
P17,79.avi,40,P17-Rec1-All-Data-New_Section_40.csv,153.0,1787.0,4
P20,funny_f.avi,36,P20-Rec1-All-Data-New_Section_36.csv,1467.0,658.0,0
P17,73.avi,28,P17-Rec1-All-Data-New_Section_28.csv,-822.6666666666666,656.0,3
P14,cats_f.avi,40,P14-Rec1-All-Data-New_Section_40.csv,48.0,-25.0,4
P1,79.avi,16,P1-Rec1-All-Data-New_Section_16.csv,-83.07692307692308,1713.4615384615386,4
P20,dallas_f.avi,10,P20-Rec1-All-Data-New_Section_10.csv,151.0,1851.0,0
P14,55.avi,34,P14-Rec1-All-Data-New_Section_34.csv,-31.0,-180.0,5
P24,55.avi,4,P24-Rec1-All-Data-New_Section_4.csv,1247.0,127.0,2
P2,earworm_f.avi,14,P2-Rec1-All-Data-New_Section_14.csv,1335.0,955.0,2
P24,55.avi,4,P24-Rec1-All-Data-New_Section_4.csv,202.8392857142857,1736.482142857143,2
P21,newyork_f.avi,30,P21-Rec1-All-Data-New_Section_30.csv,1272.0,535.0,0
P7,30.avi,20,P7-Rec1-All-Data-New_Section_20.csv,-719.0731707317074,982.0975609756098,3
P13,newyork_f.avi,24,P13-Rec1-All-Data-New_Section_24.csv,-377.0,1555.0,0
P21,funny_f.avi,32,P21-Rec1-All-Data-New_Section_32.csv,1613.5,1028.6304347826087,11
P1,detroit_f.avi,34,P1-Rec1-All-Data-New_Section_34.csv,-127.9090909090909,1793.1515151515152,0
P1,69.avi,2,P1-Rec1-All-Data-New_Section_2.csv,104.28205128205128,1798.3076923076924,2
P16,138.avi,20,P16-Rec1-All-Data-New_Section_20.csv,-377.6470588235294,731.5882352941177,5
P19,146.avi,38,P19-Rec1-All-Data-New_Section_38.csv,1555.0,640.0,12
P2,111.avi,12,P2-Rec1-All-Data-New_Section_12.csv,-619.7872340425532,1638.159574468085,5
P30,138.avi,38,P30-Rec1-All-Data-New_Section_38.csv,551.9615384615385,-144.03846153846155,5
P28,79.avi,6,P28-Rec1-All-Data-New_Section_6.csv,-569.0,1287.0,4
P21,146.avi,36,P21-Rec1-All-Data-New_Section_36.csv,-509.8888888888889,1495.4444444444443,5
P18,58.avi,22,P18-Rec1-All-Data-New_Section_22.csv,231.9655172413793,1862.344827586207,4
P2,79.avi,6,P2-Rec1-All-Data-New_Section_6.csv,115.48192771084338,1933.506024096385,0
P17,funny_f.avi,34,P17-Rec1-All-Data-New_Section_34.csv,656.0,-96.0,6
P2,53.avi,30,P2-Rec1-All-Data-New_Section_30.csv,-257.2631578947368,1739.578947368421,2
P4,146.avi,16,P4-Rec1-All-Data-New_Section_16.csv,416.0,1800.0,0
P5,111.avi,22,P5-Rec1-All-Data-New_Section_22.csv,393.1111111111111,-186.11111111111111,5
P16,dallas_f.avi,8,P16-Rec1-All-Data-New_Section_8.csv,-353.0,1879.0,0
P5,funny_f.avi,32,P5-Rec1-All-Data-New_Section_32.csv,155.0,-140.66666666666669,4
P16,90.avi,12,P16-Rec1-All-Data-New_Section_12.csv,140.0,1984.5625,11
P2,69.avi,22,P2-Rec1-All-Data-New_Section_22.csv,-627.9722222222222,2081.75,2
P2,146.avi,4,P2-Rec1-All-Data-New_Section_4.csv,-502.0,1160.0,5
P1,cats_f.avi,36,P1-Rec1-All-Data-New_Section_36.csv,45.507462686567166,1960.3731343283584,11
P2,funny_f.avi,20,P2-Rec1-All-Data-New_Section_20.csv,-378.0,1026.0,6
P7,55.avi,8,P7-Rec1-All-Data-New_Section_8.csv,-379.0,284.0,12
P19,80.avi,30,P19-Rec1-All-Data-New_Section_30.csv,120631.5,203.0,4
P10,newyork_f.avi,32,P10-Rec1-All-Data-New_Section_32.csv,365.9642857142857,1766.9642857142858,0
P2,earworm_f.avi,14,P2-Rec1-All-Data-New_Section_14.csv,680.0,-214.0,2
P5,earworm_f.avi,20,P5-Rec1-All-Data-New_Section_20.csv,609.0,-23.0,11
P17,73.avi,28,P17-Rec1-All-Data-New_Section_28.csv,-418.0,705.0,3
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,711.7692307692307,-204.07692307692307,2
P14,138.avi,32,P14-Rec1-All-Data-New_Section_32.csv,23.058823529411764,-58.76470588235294,0
P5,58.avi,34,P5-Rec1-All-Data-New_Section_34.csv,240.0,-216.0,4
P20,earworm_f.avi,24,P20-Rec1-All-Data-New_Section_24.csv,-1067.0,915.0,11
P1,90.avi,20,P1-Rec1-All-Data-New_Section_20.csv,1583.0,517.0,11
P24,111.avi,34,P24-Rec1-All-Data-New_Section_34.csv,1292.0,308.0,5
P7,earworm_f.avi,12,P7-Rec1-All-Data-New_Section_12.csv,-324.5,450.83333333333337,2
P19,73.avi,20,P19-Rec1-All-Data-New_Section_20.csv,53.34567901234568,1750.4074074074074,3
P2,138.avi,8,P2-Rec1-All-Data-New_Section_8.csv,16.299999999999997,1771.7,5
P27,69.avi,22,P27-Rec1-All-Data-New_Section_22.csv,944.0,-41.0,2
P17,detroit_f.avi,26,P17-Rec1-All-Data-New_Section_26.csv,755.0,-56.0,0
P16,53.avi,6,P16-Rec1-All-Data-New_Section_6.csv,44.0,-145.0,11
P17,73.avi,28,P17-Rec1-All-Data-New_Section_28.csv,-467.6666666666666,1298.7777777777778,3
P14,30.avi,22,P14-Rec1-All-Data-New_Section_22.csv,42.5,-61.0,3
P19,73.avi,20,P19-Rec1-All-Data-New_Section_20.csv,365.8,-23.3,3
P16,52.avi,16,P16-Rec1-All-Data-New_Section_16.csv,66.52631578947368,-50.526315789473685,0
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,482.6923076923077,-28.615384615384613,2
P17,90.avi,8,P17-Rec1-All-Data-New_Section_8.csv,-478.037037037037,1204.4814814814815,11
P21,80.avi,38,P21-Rec1-All-Data-New_Section_38.csv,1384.0,339.0,4
P7,69.avi,6,P7-Rec1-All-Data-New_Section_6.csv,702.1052631578948,-80.11842105263156,3
P17,138.avi,16,P17-Rec1-All-Data-New_Section_16.csv,-780.0,912.2,5
P29,funny_f.avi,2,P29-Rec1-All-Data-New_Section_2.csv,-376.0,1030.0,11
P29,90.avi,40,P29-Rec1-All-Data-New_Section_40.csv,648.0,-87.0,11
P5,58.avi,34,P5-Rec1-All-Data-New_Section_34.csv,346.090909090909,-22.09090909090901,4
P21,earworm_f.avi,20,P21-Rec1-All-Data-New_Section_20.csv,-382.4489795918368,1706.3061224489795,0
P24,30.avi,16,P24-Rec1-All-Data-New_Section_16.csv,1369.0,30.0,3
P13,newyork_f.avi,24,P13-Rec1-All-Data-New_Section_24.csv,1822.0,1165.0,0
P16,73.avi,32,P16-Rec1-All-Data-New_Section_32.csv,35.666666666666664,-32.0,12
P22,cats_f.avi,4,P22-Rec1-All-Data-New_Section_4.csv,212.65384615384616,1731.173076923077,11
P28,detroit_f.avi,12,P28-Rec1-All-Data-New_Section_12.csv,1253.0,577.0,0
P13,146.avi,8,P13-Rec1-All-Data-New_Section_8.csv,-494.0,1706.0,0
P2,newyork_f.avi,32,P2-Rec1-All-Data-New_Section_32.csv,-148.88235294117646,2298.029411764706,1
P1,funny_f.avi,40,P1-Rec1-All-Data-New_Section_40.csv,1678.0,624.0,11
P16,53.avi,6,P16-Rec1-All-Data-New_Section_6.csv,282.5365853658536,1812.8536585365853,11
P18,107.avi,6,P18-Rec1-All-Data-New_Section_6.csv,575.3877551020408,1751.142857142857,12
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,445.0,-150.0625,2
P14,73.avi,38,P14-Rec1-All-Data-New_Section_38.csv,226.0,-33.0,0
P10,146.avi,16,P10-Rec1-All-Data-New_Section_16.csv,-369.9038461538461,242.23076923076923,5
P5,52.avi,6,P5-Rec1-All-Data-New_Section_6.csv,1292.0,478.0,4
P2,79.avi,6,P2-Rec1-All-Data-New_Section_6.csv,120.96385542168674,1915.012048192771,0
P1,90.avi,20,P1-Rec1-All-Data-New_Section_20.csv,1585.0,519.0,11
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,454.2,-122.0,2
P1,80.avi,12,P1-Rec1-All-Data-New_Section_12.csv,446.2,1771.6,4
P21,146.avi,36,P21-Rec1-All-Data-New_Section_36.csv,1286.071428571429,356.0,5
P10,detroit_f.avi,20,P10-Rec1-All-Data-New_Section_20.csv,1266.0,440.0,0
P24,55.avi,4,P24-Rec1-All-Data-New_Section_4.csv,1247.0,124.0,2
P24,52.avi,18,P24-Rec1-All-Data-New_Section_18.csv,898.0,1817.0,0
P27,69.avi,22,P27-Rec1-All-Data-New_Section_22.csv,-348.8333333333333,73.75,2
P1,111.avi,32,P1-Rec1-All-Data-New_Section_32.csv,291.37254901960785,1756.529411764706,5
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,608.3888888888889,-102.11111111111109,2
P19,detroit_f.avi,34,P19-Rec1-All-Data-New_Section_34.csv,1243.0,511.4666666666667,0
P1,146.avi,24,P1-Rec1-All-Data-New_Section_24.csv,1319.0,452.0,5
P10,138.avi,22,P10-Rec1-All-Data-New_Section_22.csv,249.94594594594597,1732.8648648648648,5
P21,146.avi,36,P21-Rec1-All-Data-New_Section_36.csv,1288.0,270.0,5
P16,detroit_f.avi,22,P16-Rec1-All-Data-New_Section_22.csv,-343.8421052631579,2031.157894736842,0
P17,dallas_f.avi,4,P17-Rec1-All-Data-New_Section_4.csv,-417.1428571428572,531.8571428571429,0
P14,69.avi,36,P14-Rec1-All-Data-New_Section_36.csv,86.18085106382979,-159.54255319148936,2
P2,newyork_f.avi,32,P2-Rec1-All-Data-New_Section_32.csv,1240.0,824.0,1
P5,146.avi,36,P5-Rec1-All-Data-New_Section_36.csv,1268.0,539.0,5
P2,146.avi,4,P2-Rec1-All-Data-New_Section_4.csv,3.4166666666666643,1878.5,5
P7,53.avi,34,P7-Rec1-All-Data-New_Section_34.csv,-1407.0408163265306,1222.795918367347,3
P5,funny_f.avi,32,P5-Rec1-All-Data-New_Section_32.csv,1480.0,622.0,4
P24,138.avi,14,P24-Rec1-All-Data-New_Section_14.csv,1840.0,206.0,5
P13,138.avi,30,P13-Rec1-All-Data-New_Section_30.csv,-571.8727272727273,1879.1636363636364,5
P17,69.avi,20,P17-Rec1-All-Data-New_Section_20.csv,-349.2040816326531,495.265306122449,2
P16,80.avi,18,P16-Rec1-All-Data-New_Section_18.csv,-354.0,1952.0,0
P5,dallas_f.avi,14,P5-Rec1-All-Data-New_Section_14.csv,1153.4736842105262,1818.368421052632,6
P24,69.avi,10,P24-Rec1-All-Data-New_Section_10.csv,355.6923076923077,1865.4615384615383,2
P20,69.avi,8,P20-Rec1-All-Data-New_Section_8.csv,599.5648535564853,1866.7322175732215,2
P13,newyork_f.avi,24,P13-Rec1-All-Data-New_Section_24.csv,1820.0,1168.0,0
P17,53.avi,10,P17-Rec1-All-Data-New_Section_10.csv,-571.4782608695652,541.0652173913044,11
P2,55.avi,18,P2-Rec1-All-Data-New_Section_18.csv,2092.0,1206.0,1
P5,cats_f.avi,8,P5-Rec1-All-Data-New_Section_8.csv,222.68253968253967,1734.5555555555557,4
P16,111.avi,2,P16-Rec1-All-Data-New_Section_2.csv,-300.25,1748.5,5
P16,107.avi,4,P16-Rec1-All-Data-New_Section_4.csv,-95.8048780487805,1881.439024390244,12
P17,30.avi,38,P17-Rec1-All-Data-New_Section_38.csv,-656.6976744186047,461.48837209302326,3
P1,69.avi,2,P1-Rec1-All-Data-New_Section_2.csv,163.0,1867.1,2
P18,69.avi,16,P18-Rec1-All-Data-New_Section_16.csv,424.3125,1735.0,2
P18,107.avi,6,P18-Rec1-All-Data-New_Section_6.csv,456.873417721519,1810.506329113924,12
P5,146.avi,36,P5-Rec1-All-Data-New_Section_36.csv,1265.0,553.0,5
P7,146.avi,28,P7-Rec1-All-Data-New_Section_28.csv,1272.0,252.0,5
P14,107.avi,16,P14-Rec1-All-Data-New_Section_16.csv,-509.0,1343.0,3
P21,newyork_f.avi,30,P21-Rec1-All-Data-New_Section_30.csv,1282.0,533.0,0
P16,58.avi,14,P16-Rec1-All-Data-New_Section_14.csv,-337.42857142857144,382.2857142857142,2
P17,detroit_f.avi,26,P17-Rec1-All-Data-New_Section_26.csv,746.0,-34.0,0
P29,111.avi,28,P29-Rec1-All-Data-New_Section_28.csv,1244.0,329.0,5
P1,detroit_f.avi,34,P1-Rec1-All-Data-New_Section_34.csv,292.6585365853658,1819.5365853658536,0
P24,53.avi,38,P24-Rec1-All-Data-New_Section_38.csv,50.0,-59.0,11
P10,80.avi,24,P10-Rec1-All-Data-New_Section_24.csv,295.0869565217391,1743.7391304347825,4
P20,earworm_f.avi,24,P20-Rec1-All-Data-New_Section_24.csv,-1062.0,577.0,11
P16,69.avi,24,P16-Rec1-All-Data-New_Section_24.csv,-429.6875,131.375,2
P5,111.avi,22,P5-Rec1-All-Data-New_Section_22.csv,213.6,-140.0,5
P29,55.avi,18,P29-Rec1-All-Data-New_Section_18.csv,162.30769230769232,1992.8461538461536,2
P17,69.avi,20,P17-Rec1-All-Data-New_Section_20.csv,-351.3367346938776,493.3877551020408,2
P24,111.avi,34,P24-Rec1-All-Data-New_Section_34.csv,1271.0,707.0,5
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,480.1111111111111,-430.1111111111111,2
P27,dallas_f.avi,38,P27-Rec1-All-Data-New_Section_38.csv,513.0769230769231,1724.076923076923,0
P27,69.avi,22,P27-Rec1-All-Data-New_Section_22.csv,-385.6470588235294,-224.7058823529412,2
P16,52.avi,16,P16-Rec1-All-Data-New_Section_16.csv,-281.0,-22.0,0
P5,90.avi,10,P5-Rec1-All-Data-New_Section_10.csv,-550.625,381.375,4
P7,53.avi,34,P7-Rec1-All-Data-New_Section_34.csv,-663.3728813559322,927.0169491525425,3
P5,146.avi,36,P5-Rec1-All-Data-New_Section_36.csv,1263.0,564.0,5
P12,30.avi,4,P12-Rec1-All-Data-New_Section_4.csv,329.64,-63.59999999999991,12
P2,146.avi,4,P2-Rec1-All-Data-New_Section_4.csv,1750.0,998.0,5
P20,90.avi,6,P20-Rec1-All-Data-New_Section_6.csv,452.00961538461536,1848.4134615384612,11
P5,detroit_f.avi,40,P5-Rec1-All-Data-New_Section_40.csv,1243.0,426.0,0
P4,80.avi,24,P4-Rec1-All-Data-New_Section_24.csv,1240.0,420.0,4
P29,79.avi,10,P29-Rec1-All-Data-New_Section_10.csv,1780.0,1139.0,4
P2,dallas_f.avi,24,P2-Rec1-All-Data-New_Section_24.csv,-362.6421052631579,1399.621052631579,0
P5,earworm_f.avi,20,P5-Rec1-All-Data-New_Section_20.csv,831.9310344827586,1728.948275862069,11
P24,55.avi,4,P24-Rec1-All-Data-New_Section_4.csv,1248.0,119.0,2
P14,dallas_f.avi,20,P14-Rec1-All-Data-New_Section_20.csv,168.0,-53.0,0
P5,69.avi,4,P5-Rec1-All-Data-New_Section_4.csv,204.1076923076923,1720.5846153846153,12
P18,cats_f.avi,20,P18-Rec1-All-Data-New_Section_20.csv,84.32653061224491,-44.46938775510204,11
P23,cats_f.avi,2,P23-Rec1-All-Data-New_Section_2.csv,-397.6935483870968,1968.645161290323,11
P19,80.avi,30,P19-Rec1-All-Data-New_Section_30.csv,1243.0,424.0,4
P17,73.avi,28,P17-Rec1-All-Data-New_Section_28.csv,-591.0,1005.6666666666669,3
P5,55.avi,16,P5-Rec1-All-Data-New_Section_16.csv,1424.0,581.0,1
P19,funny_f.avi,40,P19-Rec1-All-Data-New_Section_40.csv,1279.0,424.0,11
P24,107.avi,30,P24-Rec1-All-Data-New_Section_30.csv,-33.0,-41.0,6
P5,53.avi,26,P5-Rec1-All-Data-New_Section_26.csv,67.0,-293.25,11
P1,53.avi,10,P1-Rec1-All-Data-New_Section_10.csv,500.45454545454544,1755.1363636363635,0
P13,146.avi,8,P13-Rec1-All-Data-New_Section_8.csv,1239.0,294.0,0
P17,90.avi,8,P17-Rec1-All-Data-New_Section_8.csv,-440.4074074074074,1311.2962962962963,11
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,264.73015873015873,-70.77777777777777,2
P14,dallas_f.avi,20,P14-Rec1-All-Data-New_Section_20.csv,52.0,-118.0,0
P19,146.avi,38,P19-Rec1-All-Data-New_Section_38.csv,42.0,-37.0,12
P23,dallas_f.avi,22,P23-Rec1-All-Data-New_Section_22.csv,-407.7397260273973,1877.13698630137,0
P17,146.avi,30,P17-Rec1-All-Data-New_Section_30.csv,-367.3333333333333,359.6666666666667,5
P28,55.avi,14,P28-Rec1-All-Data-New_Section_14.csv,1239.0,185.0,1
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,925.0,-210.0,2
P7,53.avi,34,P7-Rec1-All-Data-New_Section_34.csv,-1029.873015873016,1341.3015873015872,3
P16,90.avi,12,P16-Rec1-All-Data-New_Section_12.csv,-471.0,2025.0,11
P30,55.avi,22,P30-Rec1-All-Data-New_Section_22.csv,604.4705882352941,-187.8823529411765,1
P24,55.avi,4,P24-Rec1-All-Data-New_Section_4.csv,203.0,2015.0,2
P5,58.avi,34,P5-Rec1-All-Data-New_Section_34.csv,259.2,-215.6,4
P18,138.avi,12,P18-Rec1-All-Data-New_Section_12.csv,46.5125,1728.4625,0
P27,55.avi,10,P27-Rec1-All-Data-New_Section_10.csv,405.5,-34.480769230769226,1
P10,146.avi,16,P10-Rec1-All-Data-New_Section_16.csv,1253.0,251.0,5
P8,53.avi,38,P8-Rec1-All-Data-New_Section_38.csv,1325.2857142857142,322.2857142857143,11
P21,69.avi,4,P21-Rec1-All-Data-New_Section_4.csv,1281.0,-39.0,2
P14,69.avi,36,P14-Rec1-All-Data-New_Section_36.csv,86.0,-28.0,2
P2,earworm_f.avi,14,P2-Rec1-All-Data-New_Section_14.csv,1318.0,723.0,2
P21,funny_f.avi,32,P21-Rec1-All-Data-New_Section_32.csv,1501.4375,862.25,11
P2,79.avi,6,P2-Rec1-All-Data-New_Section_6.csv,-389.95238095238096,1707.047619047619,0
P17,146.avi,30,P17-Rec1-All-Data-New_Section_30.csv,-412.6666666666667,375.3333333333333,5
P4,53.avi,36,P4-Rec1-All-Data-New_Section_36.csv,812.5218658892128,-141.36443148688048,2
P2,earworm_f.avi,14,P2-Rec1-All-Data-New_Section_14.csv,2046.0,1395.0,2
P24,55.avi,4,P24-Rec1-All-Data-New_Section_4.csv,1251.0,131.0,2
